	Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	Organism	HGNC_symbol	Alias	Info
1132	1133	Akap13	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000066406	ENSMUST00000208456|ENSMUST00000208248|ENSMUST00000208009|ENSMUST00000166315|ENSMUST00000208182|ENSMUST00000239346|ENSMUST00000208053|ENSMUST00000207998|ENSMUST00000207079|ENSMUST00000207923|ENSMUST00000207511|ENSMUST00000209040|ENSMUST00000208187|ENSMUST00000207751|ENSMUST00000207750|ENSMUST00000208708|ENSMUST00000207239	NM_029332	mouse	AKAP13		up
1133	1134	Epas1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024140	ENSMUST00000234447|ENSMUST00000024954	NM_010137	mouse	EPAS1		up
1134	1135	Pde3a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000041741	ENSMUST00000043259|ENSMUST00000189060	NM_018779	mouse	PDE3A		up
1135	1136	Peli2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021846	ENSMUST00000247875|ENSMUST00000227362|ENSMUST00000226260|ENSMUST00000228456|ENSMUST00000226828|ENSMUST00000081029|ENSMUST00000073150|ENSMUST00000228519|ENSMUST00000226513	NM_033602	mouse	PELI2		up
1136	1137	Pag1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027508	ENSMUST00000163022|ENSMUST00000161949|ENSMUST00000108384|ENSMUST00000159825|ENSMUST00000159497	NM_001195031|NM_053182	mouse	PAG1		up
1137	1138	Fnbp1l	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039735	ENSMUST00000162884|ENSMUST00000197259|ENSMUST00000239148|ENSMUST00000162947|ENSMUST00000197342|ENSMUST00000162409	NM_153118|NM_001114665	mouse	FNBP1L		up
1138	1139	Camk1d	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039145	ENSMUST00000044009|ENSMUST00000130470|ENSMUST00000114987|ENSMUST00000155927	NM_001290375|NM_001290374|NM_177343|NM_001290376	mouse	CAMK1D		up
1139	1140	Ptprg	25	all_sig_genes_35904237	PMID: 35904237				mouse	Query ERROR: caught BioMart::Exception::Database: Error during query execution: You have an error in your SQL syntax; check the manual that corresponds to your MySQL server version for the right syntax to use near 'AND main.gene_id_1020_key=ensembl_mart_109.mmusculus_gene_ensembl__homolog_hsapi' at line 1		up
1140	1141	Dnajc28	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000039763	ENSMUST00000133731|ENSMUST00000143058|ENSMUST00000049244|ENSMUST00000169982	NM_001099738|NM_138664	mouse	DNAJC28		up
1141	1142	Rnf144b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038068	ENSMUST00000110111|ENSMUST00000068891	NM_001170643|NM_146042	mouse	RNF144B		up
1142	1143	Ccdc88a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032740	ENSMUST00000123561|ENSMUST00000040182|ENSMUST00000140194|ENSMUST00000109477|ENSMUST00000144450|ENSMUST00000137227|ENSMUST00000239407|ENSMUST00000155854	NM_001363368|NM_176841|NM_001363369	mouse	CCDC88A		up
1143	1144	Edn3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027524	ENSMUST00000029030|ENSMUST00000140908|ENSMUST00000137369|ENSMUST00000162473	NM_007903	mouse	EDN3		up
1144	1145	Ms4a6d	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024679	ENSMUST00000135351|ENSMUST00000155669|ENSMUST00000025582|ENSMUST00000125291	NM_026835	mouse	MS4A6E		up
1145	1146	Itsn2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020640	ENSMUST00000217672|ENSMUST00000062580|ENSMUST00000218985|ENSMUST00000219007|ENSMUST00000220311|ENSMUST00000217942|ENSMUST00000219182|ENSMUST00000219308|ENSMUST00000218402|ENSMUST00000218084|ENSMUST00000218211|ENSMUST00000217981|ENSMUST00000218072|ENSMUST00000218923|ENSMUST00000219832	NM_001198969|NM_001198968|NM_011365	mouse	ITSN2		up
1146	1147	Steap4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000012428	ENSMUST00000115421	NM_054098	mouse	STEAP4		up
1147	1148	Tcf4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000053477	ENSMUST00000066717|ENSMUST00000202058|ENSMUST00000202074|ENSMUST00000202477|ENSMUST00000202751|ENSMUST00000201094|ENSMUST00000136151|ENSMUST00000202354|ENSMUST00000200703|ENSMUST00000209116|ENSMUST00000201181|ENSMUST00000207214|ENSMUST00000201410|ENSMUST00000202057|ENSMUST00000201037|ENSMUST00000200966|ENSMUST00000200862|ENSMUST00000125154|ENSMUST00000202765|ENSMUST00000202350|ENSMUST00000201091|ENSMUST00000201747|ENSMUST00000202474|ENSMUST00000201964|ENSMUST00000202435|ENSMUST00000201124|ENSMUST00000202610|ENSMUST00000114977|ENSMUST00000126946|ENSMUST00000200921|ENSMUST00000201081|ENSMUST00000202674|ENSMUST00000114980|ENSMUST00000201235|ENSMUST00000114985|ENSMUST00000202116|ENSMUST00000146908|ENSMUST00000114982|ENSMUST00000201781|ENSMUST00000201631|ENSMUST00000201627|ENSMUST00000200813|ENSMUST00000202772|ENSMUST00000200902|ENSMUST00000201157|ENSMUST00000209174|ENSMUST00000128706|ENSMUST00000155695|ENSMUST00000145918|ENSMUST00000201205|ENSMUST00000202937|ENSMUST00000078486|ENSMUST00000114978|ENSMUST00000203002|ENSMUST00000201892|ENSMUST00000201288|ENSMUST00000201537|ENSMUST00000201045|ENSMUST00000201589|ENSMUST00000201299|ENSMUST00000202458|ENSMUST00000136019	NM_013685|NM_001083967|NM_001361126|NM_001361129|NM_001361128|NM_001361127	mouse	TCF4		up
1148	1149	Hmgcll1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000007908	ENSMUST00000117981|ENSMUST00000183505|ENSMUST00000183979|ENSMUST00000183425|ENSMUST00000121592|ENSMUST00000008052|ENSMUST00000126321	NM_173731	mouse	HMGCLL1		up
1149	1150	Zfp407	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048410	ENSMUST00000125763|ENSMUST00000182297|ENSMUST00000143597|ENSMUST00000125450|ENSMUST00000182849|ENSMUST00000156181	NM_001033341	mouse	ZNF407		up
1150	1151	Rnasel	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000066800	ENSMUST00000183241|ENSMUST00000182131|ENSMUST00000182538|ENSMUST00000182016|ENSMUST00000086209|ENSMUST00000182722	NM_011882	mouse	RNASEL		up
1151	1152	Wdfy3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000043940	ENSMUST00000173955|ENSMUST00000174598|ENSMUST00000212024|ENSMUST00000172927|ENSMUST00000174698|ENSMUST00000172512|ENSMUST00000053177	NM_172882	mouse	WDFY3		up
1152	1153	Gpr158	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000045967	ENSMUST00000055946|ENSMUST00000155760	NM_001004761	mouse	GPR158		up
1153	1154	Fam126a	25	all_sig_genes_35904237	PMID: 35904237	Hycc1	ENSMUST00000115109|ENSMUST00000197617|ENSMUST00000030849|ENSMUST00000147179|ENSMUST00000101513|ENSMUST00000126828|ENSMUST00000198867	NM_001310471|NM_053090	mouse			up
1154	1155	Mbnl1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000027763	ENSMUST00000193517|ENSMUST00000099087|ENSMUST00000194069|ENSMUST00000194003|ENSMUST00000195817|ENSMUST00000193647|ENSMUST00000193130|ENSMUST00000195077|ENSMUST00000192086|ENSMUST00000192623|ENSMUST00000193175|ENSMUST00000192807|ENSMUST00000192607|ENSMUST00000191638|ENSMUST00000195724|ENSMUST00000192394|ENSMUST00000191747|ENSMUST00000195001|ENSMUST00000192637|ENSMUST00000193518|ENSMUST00000195839|ENSMUST00000195832|ENSMUST00000194201|ENSMUST00000192757|ENSMUST00000192520	NM_001253713|NM_001253708|NM_020007|NM_001253711|NM_001310514|NM_001253709|NM_001253710	mouse	MBNL1		up
1155	1156	Kdm7a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000042599	ENSMUST00000002305|ENSMUST00000127036	NM_001033430	mouse	KDM7A		up
1156	1157	Usp51	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000067215	ENSMUST00000095755	NM_001137547	mouse	USP51		up
1157	1158	Adamts6	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046169	ENSMUST00000224784|ENSMUST00000223562|ENSMUST00000224742|ENSMUST00000224303|ENSMUST00000224504|ENSMUST00000065766|ENSMUST00000224208	NM_001081020	mouse	ADAMTS6		up
1158	1159	Notch1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026923	ENSMUST00000140082|ENSMUST00000148948|ENSMUST00000123873|ENSMUST00000126872|ENSMUST00000028288|ENSMUST00000147481|ENSMUST00000138034|ENSMUST00000132941|ENSMUST00000129506|ENSMUST00000131393|ENSMUST00000132820	NM_008714	mouse	NOTCH1		up
1159	1160	Fancm	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000055884	ENSMUST00000223051|ENSMUST00000223401|ENSMUST00000222540|ENSMUST00000222086|ENSMUST00000058889|ENSMUST00000221937|ENSMUST00000222521|ENSMUST00000221838|ENSMUST00000221175	NM_178912|NM_001364447	mouse	FANCM		up
1160	1161	Mdn1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000058006	ENSMUST00000138577|ENSMUST00000151626|ENSMUST00000124361|ENSMUST00000136608|ENSMUST00000178134|ENSMUST00000149941|ENSMUST00000125323|ENSMUST00000133403|ENSMUST00000071642|ENSMUST00000150934|ENSMUST00000124657	NM_001081392	mouse	MDN1		up
1161	1162	Rsbn1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000044098	ENSMUST00000185731|ENSMUST00000068879|ENSMUST00000051139|ENSMUST00000151927	NM_001356556|NM_001356557|NM_001356558|NM_172684	mouse	RSBN1		up
1162	1163	Mtmr4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000018401	ENSMUST00000092802|ENSMUST00000103179|ENSMUST00000146871|ENSMUST00000123105|ENSMUST00000119628|ENSMUST00000134216	NM_001402593|NM_001402591|NM_001402590|NM_001402587|NM_001402585|NM_133215|NM_001402586|NM_001357901|NM_001402594|NM_001402592	mouse	MTMR4		up
1163	1164	Clec1a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033082	ENSMUST00000037481|ENSMUST00000204952|ENSMUST00000203162|ENSMUST00000204012	NM_175526|NM_001347475	mouse	CLEC1A		up
1164	1165	Plxna4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000029765	ENSMUST00000200732|ENSMUST00000115096	NM_175750	mouse	PLXNA4		up
1165	1166	A730046J19Rik	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000085139	ENSMUST00000135687	NM_001354493	mouse	SERTM2		up
1166	1167	Rictor	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000050310	ENSMUST00000228266|ENSMUST00000061656|ENSMUST00000226181|ENSMUST00000226201|ENSMUST00000228918	NM_030168	mouse	RICTOR		up
1167	1168	Arhgef12	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000059495	ENSMUST00000214175|ENSMUST00000072767|ENSMUST00000215898|ENSMUST00000165665|ENSMUST00000213566|ENSMUST00000217502	NM_027144|NM_001359232	mouse	ARHGEF12		up
1168	1169	St5	25	all_sig_genes_35904237	PMID: 35904237	Denn2b	ENSMUST00000208583|ENSMUST00000207664|ENSMUST00000084738|ENSMUST00000079282|ENSMUST00000207394|ENSMUST00000208981|ENSMUST00000207745|ENSMUST00000208557|ENSMUST00000168005|ENSMUST00000077909|ENSMUST00000208734	NM_029811|NM_001001326	mouse			up
1169	1170	Klf7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025959	ENSMUST00000135075|ENSMUST00000055001|ENSMUST00000114086	NM_033563	mouse	KLF7		up
1170	1171	Phc3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000037652	ENSMUST00000150939|ENSMUST00000064718|ENSMUST00000124472|ENSMUST00000177992|ENSMUST00000046624|ENSMUST00000099163|ENSMUST00000108255|ENSMUST00000152357|ENSMUST00000129817|ENSMUST00000168645	NM_001165956|NM_001165955|NM_001165954|NM_153421	mouse	PHC3		up
1171	1172	Stc2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000020303	ENSMUST00000149467|ENSMUST00000020546|ENSMUST00000134199|ENSMUST00000152094|ENSMUST00000139991	NM_011491	mouse	STC2		up
1172	1173	Fat3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000074505	ENSMUST00000217308|ENSMUST00000213517|ENSMUST00000082170|ENSMUST00000215388|ENSMUST00000217187	NM_001080814	mouse	FAT3		up
1173	1174	Bcl9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038256	ENSMUST00000134695|ENSMUST00000132266|ENSMUST00000135247|ENSMUST00000141861|ENSMUST00000166341|ENSMUST00000127319|ENSMUST00000196586|ENSMUST00000046521	NM_029933	mouse	BCL9		up
1174	1175	Fyco1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000025241	ENSMUST00000216136|ENSMUST00000183700|ENSMUST00000167595|ENSMUST00000084715|ENSMUST00000184082	NM_148925|NM_001110253	mouse	FYCO1		up
1175	1176	Dlg5	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000021782	ENSMUST00000090398|ENSMUST00000164638|ENSMUST00000042009|ENSMUST00000169880|ENSMUST00000170112|ENSMUST00000167343|ENSMUST00000073687|ENSMUST00000166007	NM_001163513|NM_027726	mouse	DLG5		up
1176	1177	Prkce	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000045038	ENSMUST00000097274|ENSMUST00000142003|ENSMUST00000136986|ENSMUST00000097275|ENSMUST00000150486	NM_011104	mouse	PRKCE		up
1177	1178	Gnao1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031748	ENSMUST00000125695|ENSMUST00000138659|ENSMUST00000127900|ENSMUST00000130974|ENSMUST00000155245|ENSMUST00000149530|ENSMUST00000144451|ENSMUST00000137202|ENSMUST00000212008|ENSMUST00000142466|ENSMUST00000034198|ENSMUST00000125716	NM_010308|NM_001113384	mouse			up
1178	1179	Lyve1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000030787	ENSMUST00000209319|ENSMUST00000033050	NM_053247	mouse	LYVE1		up
1179	1180	Wdr7	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040560	ENSMUST00000072726|ENSMUST00000236879|ENSMUST00000238193|ENSMUST00000235428|ENSMUST00000236956|ENSMUST00000235648	NM_001014981|NM_001360837	mouse	WDR7		up
1180	1181	Zfp109	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000074283	ENSMUST00000206362|ENSMUST00000206960|ENSMUST00000037448	NM_020262	mouse	ZNF233		up
1181	1182	Washc2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024104	ENSMUST00000203297|ENSMUST00000204476|ENSMUST00000203928|ENSMUST00000204051|ENSMUST00000204446|ENSMUST00000204283|ENSMUST00000203161|ENSMUST00000204495|ENSMUST00000036759|ENSMUST00000203980|ENSMUST00000203802|ENSMUST00000203286|ENSMUST00000203523	NM_026585	mouse	WASHC2C		up
1182	1183	Rnf213	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000070327	ENSMUST00000131035|ENSMUST00000172235|ENSMUST00000093902	NM_001040005	mouse	RNF213		up
1183	1184	Snx10	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038301	ENSMUST00000140560|ENSMUST00000155724|ENSMUST00000179365|ENSMUST00000137212|ENSMUST00000149024|ENSMUST00000114439|ENSMUST00000049152	NM_001127348|NM_001361578|NM_001361576|NM_028035|NM_001361579|NM_001361580|NM_001361582|NM_001361581|NM_001127349|NM_001361577	mouse	SNX10		up
1184	1185	Maml2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031925	ENSMUST00000177755|ENSMUST00000034401|ENSMUST00000159294	NM_173776|NM_001013813	mouse	MAML2		up
1185	1186	Map9	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033900	ENSMUST00000193559|ENSMUST00000195471|ENSMUST00000194622|ENSMUST00000195640|ENSMUST00000192595|ENSMUST00000091014|ENSMUST00000195793	NM_001081230|NM_001356457	mouse	MAP9		up
1186	1187	Ezh1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000006920	ENSMUST00000138835|ENSMUST00000128974|ENSMUST00000100417|ENSMUST00000151291|ENSMUST00000107285|ENSMUST00000134622|ENSMUST00000146884|ENSMUST00000154211|ENSMUST00000107284	NM_001403810|NM_001403809|NM_001403814|NM_001403815|NM_007970|NM_001403807|NM_001403821|NM_001403822|NM_001403813	mouse	EZH1		up
1187	1188	Rnf145	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000019189	ENSMUST00000127907|ENSMUST00000150257|ENSMUST00000129676|ENSMUST00000019333|ENSMUST00000101327|ENSMUST00000124959	NM_001166553|NM_001363166|NM_028862	mouse	RNF145		up
1188	1189	Csnk1g1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032384	ENSMUST00000206048|ENSMUST00000205379|ENSMUST00000034949|ENSMUST00000124688|ENSMUST00000206594|ENSMUST00000130798|ENSMUST00000205884|ENSMUST00000205489|ENSMUST00000206969|ENSMUST00000154589|ENSMUST00000117849|ENSMUST00000207167|ENSMUST00000208011|ENSMUST00000136773|ENSMUST00000153391|ENSMUST00000206528|ENSMUST00000146069	NM_173185	mouse	CSNK1G1		up
1189	1190	Rfx3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040929	ENSMUST00000172498|ENSMUST00000046898|ENSMUST00000173161|ENSMUST00000174420|ENSMUST00000165566|ENSMUST00000174850|ENSMUST00000172907|ENSMUST00000173863	NM_001166414|NM_001360358|NM_011265|NM_001360357	mouse	RFX3		up
1190	1191	4930578M01Rik	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000097587	ENSMUST00000241521|ENSMUST00000230013|ENSMUST00000244155|ENSMUST00000244904|ENSMUST00000230737|ENSMUST00000180490		mouse			up
1191	1192	Dzip3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000064061	ENSMUST00000151950|ENSMUST00000133377|ENSMUST00000123961|ENSMUST00000139350|ENSMUST00000147358|ENSMUST00000121869|ENSMUST00000114516	NM_001110017|NM_027341|NM_001356425	mouse	DZIP3		up
1192	1193	Gpr88	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000068696	ENSMUST00000090473|ENSMUST00000197759|ENSMUST00000199128	NM_022427	mouse	GPR88		up
1193	1194	Spg11	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033396	ENSMUST00000036450|ENSMUST00000135847|ENSMUST00000133145	NM_145531	mouse	SPG11		up
1194	1195	Gm33989	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000108621	ENSMUST00000243601|ENSMUST00000190789|ENSMUST00000188038|ENSMUST00000186011|ENSMUST00000191302	NM_001378670|NM_001378673	mouse			up
1195	1196	Zc3h11a	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000102976	ENSMUST00000195669|ENSMUST00000195424|ENSMUST00000192107|ENSMUST00000191896|ENSMUST00000192148|ENSMUST00000191705|ENSMUST00000191828|ENSMUST00000194668|ENSMUST00000193504|ENSMUST00000191932|ENSMUST00000192775|ENSMUST00000195067	NM_001276767|NM_144530|NM_001357228	mouse	ZC3H11A		up
1196	1197	F8	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000031196	ENSMUST00000147349|ENSMUST00000151772|ENSMUST00000114085|ENSMUST00000033539	NM_007977|NM_001161373|NM_001161374	mouse	F8		up
1197	1198	Stac2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000017400	ENSMUST00000131519|ENSMUST00000017544	NM_146028	mouse	STAC2		up
1198	1199	Rab11fip2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000040022	ENSMUST00000051996|ENSMUST00000170819|ENSMUST00000171986	NM_001033172|NM_001164367	mouse	RAB11FIP2		up
1199	1200	Tsc22d1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000022010	ENSMUST00000101618|ENSMUST00000048371|ENSMUST00000133224|ENSMUST00000176886|ENSMUST00000175655|ENSMUST00000177207|ENSMUST00000134109|ENSMUST00000140251|ENSMUST00000176581|ENSMUST00000177471|ENSMUST00000175811|ENSMUST00000177333|ENSMUST00000142683|ENSMUST00000175984|ENSMUST00000022587|ENSMUST00000110888	NM_009366|NM_207652|NM_001177751|NM_001310647|NM_001310646	mouse	TSC22D1		up
1200	1201	NA	25	all_sig_genes_35904237	PMID: 35904237	Gm29438	ENSMUST00000191298		mouse			up
1201	1202	Dip2b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023026	ENSMUST00000023768|ENSMUST00000230733|ENSMUST00000230619|ENSMUST00000135658|ENSMUST00000100203	NM_001402901|NM_172819|NM_001159361	mouse	DIP2B		up
1202	1203	Tasor2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033799	ENSMUST00000221059|ENSMUST00000222325|ENSMUST00000223327|ENSMUST00000096069|ENSMUST00000222909|ENSMUST00000222041|ENSMUST00000221629|ENSMUST00000222615	NM_134063|NM_001360838	mouse	TASOR2		up
1203	1204	Clca3a1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000056025	ENSMUST00000029932|ENSMUST00000059091	NM_009899	mouse			up
1204	1205	Ubn2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038538	ENSMUST00000162026|ENSMUST00000159925|ENSMUST00000160583|ENSMUST00000159447|ENSMUST00000162593|ENSMUST00000039127|ENSMUST00000162423|ENSMUST00000161280|ENSMUST00000159215	NM_177185	mouse	UBN2		up
1205	1206	Mrgpre	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000048965	ENSMUST00000054048	NM_175534	mouse	MRGPRE		up
1206	1207	Aph1b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000032375	ENSMUST00000034934|ENSMUST00000113730|ENSMUST00000168309	NM_177583	mouse	APH1B		up
1207	1208	Taf9b	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000047242	ENSMUST00000113495|ENSMUST00000055497|ENSMUST00000134547	NM_001167988|NM_001001176	mouse	TAF9B		up
1208	1209	Pde4dip	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000038170	ENSMUST00000045243|ENSMUST00000200232|ENSMUST00000197791|ENSMUST00000090750|ENSMUST00000107038|ENSMUST00000168438|ENSMUST00000163531|ENSMUST00000200063|ENSMUST00000175751	NM_001039376|NM_001289702|NM_001289701|NM_178080	mouse	PDE4DIP		up
1209	1210	Enpp4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000023961	ENSMUST00000024757|ENSMUST00000143137	NM_199016|NM_001357996|NM_001357997	mouse	ENPP4		up
1210	1211	Sncaip	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000024534	ENSMUST00000025413|ENSMUST00000163742|ENSMUST00000180259|ENSMUST00000179625|ENSMUST00000179689|ENSMUST00000178011|ENSMUST00000177861|ENSMUST00000179038|ENSMUST00000178883|ENSMUST00000115410|ENSMUST00000178678	NM_001199154|NM_001199153|NM_001199151|NM_026408|NM_001403647	mouse	SNCAIP		up
1211	1212	Atp2b4	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000026463	ENSMUST00000128692|ENSMUST00000143567|ENSMUST00000112264|ENSMUST00000125659|ENSMUST00000167348|ENSMUST00000048953|ENSMUST00000165602|ENSMUST00000140810	NM_213616|NM_001167949	mouse	ATP2B4		up
1212	1213	Zfp74	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000059975	ENSMUST00000108212|ENSMUST00000108205|ENSMUST00000032797|ENSMUST00000149793|ENSMUST00000108211	NM_178384	mouse	ZNF569		up
1213	1214	B3gntl1	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000046605	ENSMUST00000062654|ENSMUST00000067399	NM_178664	mouse	B3GNTL1		up
1214	1215	Firre	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000085396	ENSMUST00000204991|ENSMUST00000204729|ENSMUST00000203672|ENSMUST00000204974|ENSMUST00000203933|ENSMUST00000143999|ENSMUST00000124842|ENSMUST00000205059|ENSMUST00000243634|ENSMUST00000148530|ENSMUST00000136518|ENSMUST00000243106		mouse			up
1215	1216	Rfwd3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000033596	ENSMUST00000038739|ENSMUST00000212958	NM_146218	mouse	RFWD3		up
1216	1217	D630045J12Rik	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000063455	ENSMUST00000144973|ENSMUST00000152464|ENSMUST00000169256|ENSMUST00000149557|ENSMUST00000117556|ENSMUST00000127925	NM_194061	mouse	KIAA1549		up
1217	1218	NA	25	all_sig_genes_35904237	PMID: 35904237	Gm43843	ENSMUST00000202396		mouse			up
1218	1219	Bbs12	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000051444	ENSMUST00000057975|ENSMUST00000108121	NM_001008502|NM_001255992	mouse	BBS12		up
1219	1220	Kcnc3	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000062785	ENSMUST00000208412|ENSMUST00000207497|ENSMUST00000207493|ENSMUST00000107906|ENSMUST00000209177|ENSMUST00000107907|ENSMUST00000208651	NM_001385629|NM_001385636|NM_001385637|NM_001385632|NM_001385635|NM_001385626|NM_001385625|NM_001290682|NM_001385628|NM_001385633|NM_001385631|NM_008422|NM_001385630|NM_001385627	mouse	KCNC3		up
1220	1221	Chd2	25	all_sig_genes_35904237	PMID: 35904237	ENSMUSG00000078671	ENSMUST00000198225|ENSMUST00000172704|ENSMUST00000197800|ENSMUST00000169922|ENSMUST00000197642|ENSMUST00000200492|ENSMUST00000181971|ENSMUST00000200218|ENSMUST00000200423|ENSMUST00000026895|ENSMUST00000199809|ENSMUST00000038366|ENSMUST00000173785|ENSMUST00000199831|ENSMUST00000208458|ENSMUST00000199601|ENSMUST00000206665|ENSMUST00000199641	NM_001081345	mouse	CHD2		up
